词语,全拼音,同形,词类,JLH
兴高采烈,xing4gao1cai3lie4,,i, 448
兴趣,xing4qu4,,n,2929
杏红,xing4hong2,,b, 164
杏黄,xing4huang2,,b, 165
姓名,xing4ming2,,n,2946
幸而,xing4er2,,d, 547
幸福,xing4fu2,,a,1239
幸好,xing4hao3,,d, 548
幸亏,xing4kui1,,d, 549
幸运,xing4yun4,,a,1240
幸灾乐祸,xing4zai1le4huo4,,i, 450
性,xing4,,k,   7
性别,xing4bie2,,n,2947
性能,xing4neng2,,n,2948
性情,xing4qing2,,n,2949
性质,xing4zhi4,,n,2950
凶,xiong1,,a,1241
凶残,xiong1can2,,a,1242
凶恶,xiong1e4,,a,1243
凶悍,xiong1han4,,a,1244
凶狠,xiong1hen3,,a,1245
凶猛,xiong1meng3,,a,1246
凶险,xiong1xian3,,a,1247
兄妹,xiong1mei4,,n,2951
胸怀,xiong1huai2,,n,2952
胸有成竹,xiong1you3cheng2zhu2,,i, 451
雄风,xiong2feng1,,n,2953
雄厚,xiong2hou4,,a,1248
雄纠纠,xiong2jiu1jiu1,,z, 176
雄伟,xiong2wei3,,a,1249
雄心,xiong2xin1,,n,2954
雄性,xiong2xing4,,b, 166
雄壮,xiong2zhuang4,,a,1250
熊,xiong2,,n,2955
熊猫,xiong2mao1,,n,2956
休,xiu1,,d, 550
休息,xiu1xi5,,v,1778
休想,xiu1xiang3,,v,1779
休养,xiu1yang3,,v,1780
修,xiu1,,v,1781
修补,xiu1bu3,,v,1782
修辞,xiu1ci2,,n,2957
修改,xiu1gai3,,v,1783
修旧利废,xiu1jiu4li4fei4,,i, 452
修理,xiu1li3,,v,1784
修饰,xiu1shi4,1,v,1785
修饰,xiu1shi4,2,v,1786
修养,xiu1yang3,,n,2958
修造,xiu1zao4,,v,1787
修筑,xiu1zhu4,,v,1788
羞答答,xiu1da1da1,,z, 177
羞怯,xiu1qie4,,a,1251
羞涩,xiu1se4,,a,1252
羞羞答答,xiu1xiu5da1da1,,z, 178
秀丽,xiu4li4,,a,1253
秀美,xiu4mei3,,a,1254
秀气,xiu4qi4,,a,1255
秀雅,xiu4ya3,,a,1256
绣,xiu4,,v,1789
袖手旁观,xiu4shou3pang2guan1,,i, 453
袖珍,xiu4zhen1,,b, 167
袖子,xiu4zi5,,n,2959
须,xu1,,d, 551
虚,xu1,,a,1257
虚报,xu1bao4,,v,1790
虚词,xu1ci2,,n,2960
虚荣,xu1rong2,,a,1258
虚弱,xu1ruo4,,a,1259
虚设,xu1she4,,v,1791
虚实,xu1shi2,,n,2961
虚伪,xu1wei3,,a,1260
虚线,xu1xian4,,n,2962
虚心,xu1xin1,,a,1261
虚张声势,xu1zhang1sheng1shi4,,i, 454
需要,xu1yao4,,n,2963
需要,xu1yao4,,v,1792
徐徐,xu2xu2,,d, 552
许多,xu3duo1,,m,  68
序号,xu4hao4,,n,2964
序幕,xu4mu4,,n,2965
叙家常,xu4jia1chang2,,l,  90
叙述,xu4shu4,,v,1793
畜牧业,xu4mu4ye4,,n,2966
绪论,xu4lun4,,n,2967
絮语,xu4yu3,,n,2968
蓄意,xu4yi4,,d, 553
宣布,xuan1bu4,,v,1794
宣传,xuan1chuan2,,v,1795
宣传画,xuan1chuan2hua4,,n,2969
宣读,xuan1du2,,v,1796
宣告,xuan1gao4,,v,1797
宣言,xuan1yan2,,n,2970
宣纸,xuan1zhi3,,n,2971
悬挂,xuan2gua4,,v,1798
悬崖勒马,xuan2ya2le4ma3,,i, 455
旋即,xuan2ji2,,d, 554
旋律,xuan2lv4,,n,2973
选,xuan3,,v,1799
选拔,xuan3ba2,,v,1800
选举,xuan3ju3,,v,1801
选民,xuan3min2,,n,2974
选票,xuan3piao4,,n,2975
选手,xuan3shou3,,n,2976
选择,xuan3ze2,,v,1802
旋风,xuan4feng1,,n,2972
绚烂,xuan4lan4,,a,1262
绚丽,xuan4li4,,a,1263
渲染,xuan4ran3,,v,1803
削减,xue1jian3,,v,1750
穴位,xue2wei4,,n,2977
学,xue2,,k,   8
学,xue2,,v,1804
学费,xue2fei4,,n,2978
学风,xue2feng1,,n,2979
学会,xue2hui4,,n,2980
学会,xue2hui4,,v,1805
学科,xue2ke1,,n,2981
学历,xue2li4,,n,2982
学生,xue2sheng5,,n,2983
学术,xue2shu4,,n,2984
学说,xue2shuo1,,n,2985
学问,xue2wen5,,n,2986
学习,xue2xi2,,v,1806
学校,xue2xiao4,,n,2987
学者,xue2zhe3,,n,2988
雪,xue3,,n,2989
雪白,xue3bai2,,z, 179
雪糕,xue3gao1,,n,2990
雪原,xue3yuan2,,n,2991
雪中送炭,xue3zhong1song4tan4,,i, 456
血,xue4,,n,2992
血海深仇,xue4hai3shen1chou2,,i, 457
血红,xue4hong2,,z, 180
血浆,xue4jiang1,,n,2993
血型,xue4xing2,,n,2994
血压,xue4ya1,,n,2995
血液,xue4ye4,,n,2996
勋章,xun1zhang1,,n,2997
寻常,xun2chang2,,a,1264
寻求,xun2qiu2,,v,1807
巡警,xun2jing3,,n,2998
巡逻,xun2luo2,,v,1808
询问,xun2wen4,,v,1809
循序渐进,xun2xu4jian4jin4,,i, 458
训练,xun4lian4,,v,1810
汛,xun4,,g,  16
汛期,xun4qi1,,t, 163
迅猛,xun4meng3,,a,1265
迅速,xun4su4,,a,1266
徇私舞弊,xun4si1wu3bi4,,i, 459
压力,ya1li4,,n,2999
压迫,ya1po4,,v,1811
压缩,ya1suo1,,v,1812
压抑,ya1yi4,,a,1267
压制,ya1zhi4,,v,1813
呀,ya1,,e,  13
呀,ya1,,o,  12
押金,ya1jin1,,n,3000
押送,ya1song4,,v,1814
鸭蛋,ya1dan4,,n,3001
鸭子,ya1zi5,,n,3002
牙,ya2,,n,3003
牙齿,ya2chi3,,n,3004
牙膏,ya2gao1,,n,3005
牙刷,ya2shua1,,n,3006
哑巴,ya3ba5,,n,3007
哑口无言,ya3kou3wu2yan2,,i, 460
哑谜,ya3mi2,,n,3008
雅致,ya3zhi4,,a,1268
雅座,ya3zuo4,,n,3009
压根儿,ya4genr1,,d, 555
亚军,ya4jun1,,n,3010
亚太,ya4tai4,,j,  33
呀,ya5,1,y,  18
呀,ya5,2,y,  19
咽喉,yan1hou2,,n,3011
烟,yan1,,n,3012
烟缸,yan1gang1,,n,3013
烟盒,yan1he2,,n,3014
烟灰,yan1hui1,,n,3015
烟雾,yan1wu4,,n,3016
烟熏火燎,yan1xun1huo3liao3,,l,  91
烟瘾,yan1yin3,,n,3017
胭脂,yan1zhi5,,n,3018
淹,yan1,,v,1815
延缓,yan2huan3,,v,1816
严,yan2,,a,1269
严惩,yan2cheng2,,v,1817
严格,yan2ge2,,a,1270
严谨,yan2jin3,,a,1271
严峻,yan2jun4,,a,1272
严厉,yan2li4,,a,1273
严密,yan2mi4,,a,1274
严肃,yan2su4,,a,1275
严严实实,yan2yan5shi1shi1,,z, 182
严整,yan2zheng3,,a,1276
严重,yan2zhong4,,a,1277
言不由衷,yan2bu4you2zhong1,,i, 461
言论,yan2lun4,,n,3019
言行一致,yan2xing2yi1zhi4,,i, 462
言语,yan2yu3,,n,3020
言之有理,yan2zhi1you3li3,,i, 463
沿,yan2,,p,  61
沿着,yan2zhe5,,p,  62
炎热,yan2re4,,a,1278
研究,yan2jiu1,,v,1818
研究生,yan2jiu1sheng1,,n,3021
研究所,yan2jiu1suo3,,n,3022
研制,yan2zhi4,,v,1819
盐,yan2,,n,3023
盐酸,yan2suan1,,n,3024
颜色,yan2se4,,n,3025
掩护,yan3hu4,,v,1820
掩饰,yan3shi4,,v,1821
眼,yan3,,n,3026
眼捷手快,yan3ji2shou3kuai4,,i, 464
眼镜,yan3jing4,,n,3028
眼睛,yan3jing5,,n,3027
眼看,yan3kan4,,d, 556
眼泪,yan3lei4,,n,3029
眼里,yan3li5,,s,  70
眼前,yan3qian2,,s,  71
眼热,yan3re4,,a,1279
眼神,yan3shen2,,n,3030
眼熟,yan3shu2,,a,1280
演,yan3,,v,1822
演唱会,yan3chang4hui4,,n,3031
演出,yan3chu1,,v,1823
演示,yan3shi4,,v,1824
演习,yan3xi2,,v,1825
演员,yan3yuan2,,n,3032
宴会,yan4hui4,,n,3033
艳,yan4,,a,1281
验证,yan4zheng4,,v,1826
谚语,yan4yu3,,n,3034
燕子,yan4zi5,,n,3035
央求,yang1qiu2,,v,1827
秧苗,yang1miao2,,n,3036
扬名天下,yang2ming2tian1xia4,,l,  92
羊,yang2,,n,3037
羊毛,yang2mao2,,n,3038
羊皮,yang2pi2,,n,3039
羊肉,yang2rou4,,n,3040
阳奉阴违,yang2feng4yin1wei2,,i, 465
阳光,yang2guang1,,n,3041
阳台,yang2tai2,,n,3042
杨梅,yang2mei2,1,n,3043
杨梅,yang2mei2,2,n,3044
佯攻,yang2gong1,,v,1828
洋葱,yang2cong1,,n,3045
洋房,yang2fang2,,n,3046
洋气,yang2qi4,,a,1282
洋相,yang2xiang4,,n,3047
洋洋得意,yang2yang2de2yi4,,i, 466
仰慕,yang3mu4,,v,1829
养,yang3,,v,1830
养分,yang3fen4,,n,3048
养殖,yang3zhi2,,v,1831
氧气,yang3qi4,,n,3049
痒,yang3,,a,1283
样,yang4,,q, 194
样品,yang4pin3,,n,3050
样子,yang4zi5,,n,3051
妖怪,yao1guai4,,n,3052
妖里妖气,yao1li5yao1qi4,,z, 183
妖媚,yao1mei4,,a,1284
妖艳,yao1yan4,,a,1285
妖冶,yao1ye3,,a,1286
腰,yao1,,n,3053
腰围,yao1wei2,,n,3054
邀请,yao1qing3,,v,1832
要求,yao1qiu2,,n,3066
要求,yao1qiu2,,v,1839
谣言,yao2yan2,,n,3055
徭役,yao2yi4,,n,3056
摇,yao2,,v,1833
摇动,yao2dong4,,v,1834
摇篮,yao2lan2,,n,3057
摇头摆尾,yao2tou2bai3wei3,,i, 467
遥远,yao2yuan3,,a,1287
杳无音讯,yao3wu2yin1xun4,,i, 468
舀,yao3,,v,1835
药,yao4,,n,3058
药材,yao4cai2,,n,3059
药店,yao4dian4,,n,3060
药品,yao4pin3,,n,3061
药物,yao4wu4,,n,3062
药效,yao4xiao4,,n,3063
要,yao4,1,c,  70
要,yao4,1,v,1836
要,yao4,2,c,  71
要,yao4,2,v,1837
要,yao4,3,v,1838
要不,yao4bu4,,c,  72
要不然,yao4bu4ran2,,c,  73
要点,yao4dian3,,n,3064
要好,yao4hao3,,a,1288
要紧,yao4jin3,,a,1289
要领,yao4ling3,,n,3065
要么,yao4me5,,c,  74
要强,yao4qiang2,,a,1290
要是,yao4shi5,,c,  75
耀武扬威,yao4wu3yang2wei1,,i, 469
耀眼,yao4yan3,,a,1291
钥匙,yao4shi5,,n,3272
椰子,ye1zi5,1,n,3067
椰子,ye1zi5,2,n,3068
爷爷,ye2ye5,,n,3069
也,ye3,,d, 557
也罢,ye3ba4,,y,  20
也好,ye3hao3,,y,  21
也许,ye3xu3,,d, 558
野,ye3,,a,1292
野蛮,ye3man2,,a,1293
野生,ye3sheng1,,b, 168
野兽,ye3shou4,,n,3070
野外,ye3wai4,,s,  72
野心,ye3xin1,,n,3071
业务,ye4wu4,,n,3072
业已,ye4yi3,,d, 559
业余,ye4yu2,,b, 169
叶子,ye4zi5,,n,3073
页,ye4,,q, 195
页码,ye4ma3,,n,3074
夜,ye4,,q, 196
夜班,ye4ban1,,n,3075
夜大,ye4da4,,j,  34
夜间,ye4jian1,,t, 164
夜空,ye4kong1,,n,3076
夜里,ye4li3,,t, 165
夜色,ye4se4,,n,3077
液化气,ye4hua4qi4,,n,3078
液体,ye4ti3,,n,3079
一,yi1,,d, 560
一,yi1,,m,  69
一败涂地,yi1bai4tu2di4,,i, 470
一般,yi1ban1,,a,1294
一般性,yi1ban1xing4,,n,3080
一半,yi1ban4,,m,  70
一辈子,yi1bei4zi5,,m,  71
一本正经,yi1ben3zheng4jing1,,i, 471
一边,yi1bian1,,d, 561
一并,yi1bing4,,d, 562
一步登天,yi1bu4deng1tian1,,i, 472
一部分,yi1bu4fen5,,m,  72
一筹莫展,yi1chou2mo4zhan3,,i, 473
一旦,yi1dan4,,c,  76
一旦,yi1dan4,,d, 563
一刀两断,yi1dao1liang3duan4,,i, 474
一道,yi1dao4,,d, 564
一点,yi1dian3,,m,  73
一点儿,yi1dianr3,,m,  74
一丁点儿,yi1ding1dianr3,,m,  75
一定,yi1ding4,,d, 565
一度,yi1du4,,d, 566
一多半,yi1duo1ban4,,m,  76
一番,yi1fan1,,m,  77
一方面,yi1fang1mian4,,c,  77
一概,yi1gai4,,d, 567
一概而论,yi1gai4er2lun4,,i, 475
一干二净,yi1gan1er4jing4,,i, 476
一个,yi1ge4,,m,  78
一共,yi1gong4,,d, 568
一骨碌,yi1gu1lu5,,d, 569
一贯,yi1guan4,,b, 170
一贯,yi1guan4,,d, 570
一忽儿,yi1hur1,,m,  79
一会儿,yi1huir4,,m,  80
一举,yi1ju3,,d, 571
一举两得,yi1ju3liang3de2,,i, 477
一刻,yi1ke4,,m,  81
一块儿,yi1kuair4,,d, 572
一连,yi1lian2,,d, 573
一连串,yi1lian2chuan4,,l,  93
一路,yi1lu4,,m,  82
一路顺风,yi1lu4shun4feng1,,i, 478
一律,yi1lv4,,d, 574
一脉相传,yi1mai4xiang1chuan2,,i, 479
一面,yi1mian4,,d, 575
一目了然,yi1mu4liao3ran2,,i, 480
一齐,yi1qi2,,d, 576
一起,yi1qi3,,d, 577
一气,yi1qi4,,d, 578
一切,yi1qie4,,r,  92
一清二白,yi1qing1er4bai2,,i, 481
一如既往,yi1ru2ji4wang3,,i, 482
一时,yi1shi2,,d, 579
一视同仁,yi1shi4tong2ren2,,i, 483
一丝不苟,yi1si1bu4gou3,,i, 484
一塌糊涂,yi1ta1hu2tu2,,i, 485
一同,yi1tong2,,d, 580
一网打尽,yi1wang3da3jin4,,i, 486
一味,yi1wei4,,d, 581
一无所知,yi1wu2suo3zhi1,,i, 487
一下,yi1xia4,,m,  83
一向,yi1xiang4,,d, 582
一小撮,yi1xiao3cuo1,,m,  84
一些,yi1xie1,,m,  85
一心,yi1xin1,,d, 583
一样,yi1yang4,,u,  17
一月,yi1yue4,,t, 166
一再,yi1zai4,,d, 584
一阵,yi1zhen4,,m,  86
一阵子,yi1zhen4zi5,,m,  87
一整套,yi1zheng3tao4,,m,  88
一知半解,yi1zhi1ban4jie3,,i, 488
一直,yi1zhi2,,d, 585
衣服,yi1fu5,,n,3081
衣物,yi1wu4,,n,3082
医德,yi1de2,,n,3083
医生,yi1sheng1,,n,3084
医师,yi1shi1,,n,3085
医务,yi1wu4,,b, 171
医学,yi1xue2,,n,3086
医院,yi1yuan4,,n,3087
依,yi1,,p,  63
依次,yi1ci4,,d, 586
依法,yi1fa3,,d, 587
依据,yi1ju4,,p,  64
依靠,yi1kao4,,v,1840
依赖,yi1lai4,,v,1841
依照,yi1zhao4,,p,  65
仪表,yi2biao3,,n,3088
仪器,yi2qi4,,n,3089
仪式,yi2shi4,,n,3090
姨,yi2,,n,3091
移交,yi2jiao1,,v,1842
移民,yi2min2,,n,3092
遗产,yi2chan3,,n,3093
遗憾,yi2han4,,a,1295
遗漏,yi2lou4,,v,1843
遗言,yi2yan2,,n,3094
遗址,yi2zhi3,,n,3095
疑点,yi2dian3,,n,3096
疑惑,yi2huo4,,a,1296
疑难重症,yi2nan4zhong4zheng4,,l,  94
疑问,yi2wen4,,n,3097
已,yi3,,d, 588
已经,yi3jing1,,d, 589
以,yi3,,c,  78
以,yi3,,p,  66
以北,yi3bei3,,f,  74
以东,yi3dong1,,f,  75
以观后效,yi3guan1hou4xiao4,,i, 489
以后,yi3hou4,,f,  76
以及,yi3ji2,,c,  79
以来,yi3lai2,,f,  77
以礼相待,yi3li3xiang1dai4,,i, 490
以理服人,yi3li3fu2ren2,,i, 491
以南,yi3nan2,,f,  79
以内,yi3nei4,,f,  78
以前,yi3qian2,,f,  80
以上,yi3shang4,,f,  81
以身作则,yi3shen1zuo4ze2,,i, 492
以外,yi3wai4,,f,  82
以往,yi3wang3,,t, 167
以西,yi3xi1,,f,  83
以下,yi3xia4,,f,  84
以至,yi3zhi4,1,c,  80
以至,yi3zhi4,2,c,  81
椅子,yi3zi5,,n,3098
义不容辞,yi4bu4rong2ci2,,i, 493
义务,yi4wu4,,d, 590
义务,yi4wu4,,n,3099
义正词严,yi4zheng4ci2yan2,,i, 494
亿,yi4,,m,  89
亿万,yi4wan4,,m,  90
艺术家,yi4shu4jia1,,n,3100
艺术品,yi4shu4pin3,,n,3101
议程,yi4cheng2,,n,3102
议会,yi4hui4,,n,3103
议论,yi4lun4,,v,1844
亦,yi4,,d, 591
异步,yi4bu4,,b, 172
异常,yi4chang2,,a,1297
异乡,yi4xiang1,,n,3104
异想天开,yi4xiang3tian1kai1,,i, 495
抑郁,yi4yu4,,a,1298
抑制,yi4zhi4,,v,1845
译文,yi4wen2,,n,3105
译著,yi4zhu4,,n,3106
益发,yi4fa1,,d, 592
意见,yi4jian5,,n,3107
意识,yi4shi2,,n,3108
意思,yi4si5,,n,3109
意外,yi4wai4,,a,1299
意味深长,yi4wei4shen1chang2,,i, 496
意义,yi4yi4,,n,3110
意志,yi4zhi4,,n,3111
毅力,yi4li4,,n,3112
毅然,yi4ran2,,d, 593
翼,yi4,,g,  17
因,yin1,,c,  82
因,yin1,,p,  67
因此,yin1ci3,,c,  83
因而,yin1er2,,c,  84
因故,yin1gu4,,d, 594
因果,yin1guo3,,n,3113
因素,yin1su4,,n,3114
因为,yin1wei2,,p,  68
因为,yin1wei4,,c,  85
因小失大,yin1xiao3shi1da4,,i, 497
因循守旧,yin1xun2shou3jiu4,,i, 498
阴暗,yin1an4,,a,1300
阴暗面,yin1an4mian4,,n,3115
阴沉沉,yin1chen2chen2,,z, 184
阴毒,yin1du2,,a,1301
阴冷,yin1leng3,,a,1302
阴凉,yin1liang2,,a,1303
阴谋,yin1mou2,,n,3116
阴谋诡计,yin1mou2gui3ji4,,i, 499
阴森,yin1sen1,,a,1304
阴森森,yin1sen1sen1,,z, 185
阴险,yin1xian3,,a,1305
阴影,yin1ying3,,n,3117
姻缘,yin1yuan2,,n,3118
音标,yin1biao1,,n,3119
音调,yin1diao4,,n,3120
音节,yin1jie2,,n,3121
音量,yin1liang4,,n,3123
音色,yin1se4,,n,3124
音响,yin1xiang3,,n,3125
音信,yin1xin4,,n,3126
音乐,yin1yue4,,n,3122
殷切,yin1qie4,,a,1306
殷勤,yin1qin2,,a,1307
殷实,yin1shi2,,a,1308
淫荡,yin2dang4,,a,1309
淫秽,yin2hui4,,a,1310
银,yin2,,b, 173
银白,yin2bai2,,b, 174
银耳,yin2er3,,n,3127
银行,yin2hang2,,n,3129
银灰,yin2hui1,,b, 175
银牌,yin2pai2,,n,3128
引导,yin3dao3,,v,1846
引号,yin3hao4,,n,3130
引起,yin3qi3,,v,1847
引以为戒,yin3yi3wei2jie4,,i, 500
引诱,yin3you4,,v,1848
引子,yin3zi5,,n,3131
饮料,yin3liao4,,n,3132
饮食,yin3shi2,,n,3133
隐蔽,yin3bi4,,a,1311
隐藏,yin3cang2,,v,1849
隐瞒,yin3man2,,v,1850
隐情,yin3qing2,,n,3134
隐形,yin3xing2,,b, 176
印鉴,yin4jian4,,n,3135
印数,yin4shu4,,n,3136
印刷,yin4shua1,,v,1851
印象,yin4xiang4,,n,3137
应当,ying1dang1,,v,1852
应届,ying1jie4,,b, 177
英寸,ying1cun4,,q, 197
英俊,ying1jun4,,a,1312
英明,ying1ming2,,a,1313
英文,ying1wen2,,n,3139
英武,ying1wu3,,a,1314
英雄,ying1xiong2,,n,3140
英勇,ying1yong3,,a,1315
英语,ying1yu3,,n,3141
英姿勃勃,ying1zi1bo2bo2,,l,  95
婴儿,ying1er2,,n,3142
鹦鹉,ying1wu3,,n,3143
鹰,ying1,,n,3144
迎候,ying2hou4,,v,1855
迎面,ying2mian4,,d, 595
迎头,ying2tou2,,d, 596
迎头赶上,ying2tou2gan3shang4,,i, 501
荧光,ying2guang1,,n,3145
荧幕,ying2mu4,,n,3146
营,ying2,,n,3147
营养,ying2yang3,,n,3148
营造,ying2zao4,,v,1856
赢,ying2,,v,1857
赢得,ying2de2,,v,1858
赢利,ying2li4,,n,3149
影集,ying3ji2,,n,3150
影迷,ying3mi2,,n,3151
影片,ying3pian4,,n,3152
影响,ying3xiang3,,v,1859
影星,ying3xing1,,n,3153
影子,ying3zi5,,n,3154
应付,ying4fu4,,v,1853
应用,ying4yong4,,v,1854
应用文,ying4yong4wen2,,n,3138
硬,ying4,,a,1316
硬,ying4,,d, 597
硬邦邦,ying4bang1bang1,,z, 186
硬币,ying4bi4,,n,3155
硬件,ying4jian4,,n,3156
硬朗,ying4lang5,,a,1317
硬盘,ying4pan2,,n,3157
硬是,ying4shi4,,d, 598
硬席,ying4xi2,,n,3158
硬性,ying4xing4,,b, 178
拥抱,yong1bao4,,v,1860
拥护,yong1hu4,,v,1861
庸俗,yong1su2,,a,1318
庸庸碌碌,yong1yong1lu4lu4,,z, 187
臃肿,yong1zhong3,,a,1319
永,yong3,,d, 599
永不,yong3bu4,,d, 600
永世,yong3shi4,,d, 601
永远,yong3yuan3,,d, 602
勇敢,yong3gan3,,a,1320
勇猛,yong3meng3,,a,1321
勇气,yong3qi4,,n,3160
勇往直前,yong3wang3zhi2qian2,,i, 502
踊跃,yong3yue4,,a,1322
佣人,yong4ren2,,n,3159
用,yong4,,p,  69
用,yong4,,v,1862
用处,yong4chu5,,n,3161
用法,yong4fa3,,n,3162
用功,yong4gong1,,a,1323
用人之长,yong4ren2zhi1chang2,,l,  96
用途,yong4tu2,,n,3163
用心,yong4xin1,,a,1324
用于,yong4yu2,,v,1863
优等,you1deng3,,b, 179
优点,you1dian3,,n,3164
优厚,you1hou4,,a,1325
优惠,you1hui4,,n,3165
优美,you1mei3,,a,1326
优柔,you1rou2,,a,1327
优势,you1shi4,,n,3166
优秀,you1xiu4,,a,1328
优异,you1yi4,,a,1329
优裕,you1yu4,,a,1330
优越,you1yue4,,a,1331
优质,you1zhi4,,b, 180
忧愁,you1chou2,,a,1332
忧虑,you1lv4,,n,3167
忧闷,you1men4,,n,3168
忧伤,you1shang1,,a,1333
忧郁,you1yu4,,a,1334
幽暗,you1an4,,a,1335
幽静,you1jing4,,a,1336
幽默,you1mo4,,a,1337
悠久,you1jiu3,,a,1338
悠闲,you1xian2,,a,1339
悠扬,you1yang2,,a,1340
尤,you2,,d, 603
尤其,you2qi2,,d, 604
尤为,you2wei2,,d, 605
由,you2,,p,  70
由此,you2ci3,,d, 606
由于,you2yu2,,c,  86
由于,you2yu2,,p,  71
由衷,you2zhong1,,d, 607
犹,you2,,d, 608
犹豫,you2yu4,,a,1341
邮戳,you2chuo1,,n,3169
邮购,you2gou4,,v,1864
邮件,you2jian4,,n,3170
邮局,you2ju2,,n,3171
邮票,you2piao4,,n,3172
邮展,you2zhan3,,j,  35
油,you2,,n,3173
油灯,you2deng1,,n,3174
油罐,you2guan4,,n,3175
油光光,you2guang1guang1,,z, 188
油乎乎,you2hu1hu1,,z, 189
油花花,you2hua1hua1,,z, 190
油井,you2jing3,,n,3176
油库,you2ku4,,n,3177
油亮,you2liang4,,z, 191
油料,you2liao4,,n,3178
油腻,you2ni4,,a,1342
油水,you2shui3,,n,3179
油田,you2tian2,,n,3180
油条,you2tiao2,,n,3181
油桶,you2tong3,,n,3182
油烟,you2yan1,,n,3183
游,you2,,v,1865
游船,you2chuan2,,n,3184
游客,you2ke4,,n,3185
游览,you2lan3,,v,1866
游手好闲,you2shou3hao4xian2,,i, 503
游行,you2xing2,,v,1867
游艺场,you2yi4chang3,,n,3186
游园会,you2yuan2hui4,,n,3187
鱿鱼,you2yu2,,n,3188
友好,you3hao3,,a,1343
友情,you3qing2,,n,3189
友谊,you3yi4,,n,3190
有,you3,1,v,1868
有,you3,2,v,1869
有,you3,3,v,1870
有,you3,4,v,1871
有的,you3de5,,r,  93
有的放矢,you3di4fang4shi3,,i, 504
有点,you3dian3,,d, 609
有关,you3guan1,,v,1872
有何不可,you3he2bu4ke3,,l,  97
有机,you3ji1,,b, 181
有机物,you3ji1wu4,,n,3191
有力,you3li4,,a,1344
有利,you3li4,,a,1345
有眉目,you3mei2mu5,,l,  98
有目共睹,you3mu4gong4du3,,i, 505
有凭有据,you3ping2you3ju4,,i, 506
有起色,you3qi3se4,,l,  99
有趣,you3qu4,,a,1346
有色,you3se4,,b, 182
有生,you3sheng1,,b, 183
有时,you3shi2,,d, 610
有始有终,you3shi3you3zhong1,,i, 507
有条有理,you3tiao2you3li3,,i, 508
有线,you3xian4,,b, 184
有限,you3xian4,,a,1347
有效,you3xiao4,,a,1348
有些,you3xie1,,r,  94
有心,you3xin1,,v,1873
有益,you3yi4,,a,1349
有意,you3yi4,,d, 611
又,you4,,d, 612
右,you4,,f,  85
右边,you4bian5,,f,  86
右面,you4mian4,,f,  87
幼教,you4jiao4,,j,  36
幼苗,you4miao2,,n,3192
幼年,you4nian2,,t, 168
幼童,you4tong2,,n,3193
幼小,you4xiao3,,a,1350
幼稚,you4zhi4,,a,1351
诱导,you4dao3,,v,1874
诱饵,you4er3,,n,3194
诱惑,you4huo4,,v,1875
诱骗,you4pian4,,v,1876
诱人,you4ren2,,a,1352
迂腐,yu1fu3,,a,1353
淤泥,yu1ni2,,n,3195
于,yu2,,p,  72
于是,yu2shi4,,c,  87
余,yu2,,m,  91
余烬,yu2jin4,,n,3196
余味,yu2wei4,,n,3197
鱼,yu2,,n,3198
鱼肝油,yu2gan1you2,,n,3199
鱼缸,yu2gang1,,n,3200
鱼米之乡,yu2mi3zhi1xiang1,,i, 509
鱼苗,yu2miao2,,n,3201
鱼死网破,yu2si3wang3po4,,i, 510
鱼虾,yu2xia1,,n,3202
渔场,yu2chang3,,n,3203
渔民,yu2min2,,n,3204
愉快,yu2kuai4,,a,1354
愚笨,yu2ben4,,a,1355
愚蠢,yu2chun3,,a,1356
愚昧,yu2mei4,,a,1357
愚弄,yu2nong4,,v,1878
榆树,yu2shu4,,n,3205
舆论,yu2lun4,,n,3206
予以,yu3yi3,,v,1877
与,yu3,,c,  88
与,yu3,,p,  73
与其,yu3qi2,,c,  89
与人为善,yu3ren2wei2shan4,,i, 511
宇宙,yu3zhou4,,n,3207
羽毛,yu3mao2,,n,3208
羽绒服,yu3rong2fu2,,n,3209
雨,yu3,,n,3210
雨点,yu3dian3,,n,3211
雨季,yu3ji4,,t, 169
雨景,yu3jing3,,n,3212
雨量,yu3liang4,,n,3213
雨伞,yu3san3,,n,3214
雨水,yu3shui3,,n,3215
雨衣,yu3yi1,,n,3216
语调,yu3diao4,,n,3217
语法,yu3fa3,,n,3218
语感,yu3gan3,,n,3219
语料,yu3liao4,,n,3220
语气,yu3qi4,,n,3221
语素,yu3su4,,n,3222
语文,yu3wen2,,n,3223
语言,yu3yan2,,n,3224
语义,yu3yi4,,n,3225
语音,yu3yin1,,n,3226
语重心长,yu3zhong4xin1chang2,,i, 512
玉,yu4,,n,3227
玉米,yu4mi3,1,n,3228
玉米,yu4mi3,2,n,3229
玉器,yu4qi4,,n,3230
郁闷,yu4men4,,a,1358
郁热,yu4re4,,a,1359
郁悒,yu4yi4,,a,1360
浴巾,yu4jin1,,n,3231
浴室,yu4shi4,,n,3232
浴血奋战,yu4xue4fen4zhan4,,i, 513
预,yu4,,d, 613
预备,yu4bei4,,v,1879
预测,yu4ce4,,v,1880
预定,yu4ding4,,v,1881
预防,yu4fang2,,v,1882
预计,yu4ji4,,v,1883
预谋,yu4mou2,,v,1884
预算,yu4suan4,,n,3233
预先,yu4xian1,,d, 614
预言,yu4yan2,,v,1885
预祝,yu4zhu4,,v,1886
欲念,yu4nian4,,n,3234
欲望,yu4wang4,,n,3235
